Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000007255	79090	TRAPPC6A	O75865	X175.ENSG00000007255	-0.140615584415585	0.488206501253852	1
ENSG00000007264	4145	MATK	P42679	X176.ENSG00000007264	0.0277623376623373	0.946625970137192	1
ENSG00000007306	1087	CEACAM7	Q14002	X177.ENSG00000007306	0.0890714285714286	0.205051645406794	1
ENSG00000007312	974	CD79B	P40259	X178.ENSG00000007312	0.233938961038961	0.602613399335127	1
ENSG00000007314	6329	SCN4A	P35499	X179.ENSG00000007314	-0.0129857142857143	0.824844988420499	1
ENSG00000007341	54879	ST7L	Q8TDW4	X180.ENSG00000007341	0.0480922077922075	0.783047347912251	1
ENSG00000007350	8277	TKTL1	P51854	X181.ENSG00000007350	-0.285063636363637	0.402304384361554	1
ENSG00000007372	5080	PAX6	P26367	X182.ENSG00000007372	0.0226454545454545	0.916594599709461	1
ENSG00000007376	113000	RPUSD1	Q9UJJ7	X183.ENSG00000007376	-0.21318051948052	0.283111876178874	1
ENSG00000007384	64285	RHBDF1	Q96CC6	X184.ENSG00000007384	-0.258492207792208	0.151062664661771	1
ENSG00000007392	55692	LUC7L	Q9NQ29	X185.ENSG00000007392	-0.0244441558441569	0.788462565520587	1
ENSG00000007402	9254	CACNA2D2	Q9NY47	X186.ENSG00000007402	0.196554545454545	0.532237988828595	1
ENSG00000007516	8938	BAIAP3	O94812	X187.ENSG00000007516	-0.24952077922078	0.466285729759999	1
ENSG00000007520	115939	TSR3	Q9UJK0	X188.ENSG00000007520	0.153957142857143	0.438468656032222	1
ENSG00000007541	9091	PIGQ	Q9BRB3	X189.ENSG00000007541	0.250292207792208	0.228369465632623	1
ENSG00000007545	57585	CRAMP1	Q96RY5	X190.ENSG00000007545	-0.0672896103896103	0.555460855439586	1
ENSG00000007866	7005	TEAD3	Q99594	X191.ENSG00000007866	0.149814285714286	0.447737531711673	1
ENSG00000007908	6401	SELE	P16581	X192.ENSG00000007908	-0.124033766233766	0.411515930210665	1
ENSG00000007923	55735	DNAJC11	Q9NVH1	X193.ENSG00000007923	0.0482181818181817	0.821526304798389	1
ENSG00000007933	2328	FMO3	P31513	X194.ENSG00000007933	-0.0691727272727273	0.313890791722978	1
ENSG00000007944	29116	MYLIP	Q8WY64	X195.ENSG00000007944	-0.113516883116884	0.6658101533884	1
ENSG00000007952	27035	NOX1	Q9Y5S8	X196.ENSG00000007952	-0.0658207792207793	0.383252023933906	1
ENSG00000007968	1870	E2F2	Q14209	X197.ENSG00000007968	-0.411049350649351	0.319942946859098	1
ENSG00000008018	5689	PSMB1	P20618	X198.ENSG00000008018	-0.0716753246753255	0.537028836942175	1
ENSG00000008056	6853	SYN1	P17600	X199.ENSG00000008056	-0.179105194805195	0.440381977044191	1
ENSG00000008083	3720	JARID2	Q92833	X200.ENSG00000008083	-0.120809090909092	0.698559106988811	1
ENSG00000008086	6792	CDKL5	O76039	X201.ENSG00000008086	0.263528571428572	0.23282985940424	1
ENSG00000008118	57172	CAMK1G	Q96NX5	X202.ENSG00000008118	0.169436363636364	0.568934359893656	1
ENSG00000008128	728642	CDK11A	Q9UQ88	X203.ENSG00000008128	0.0167077922077917	0.943109612748784	1
ENSG00000008130	65220	NADK	O95544	X204.ENSG00000008130	-0.160859740259741	0.687473142339604	1
ENSG00000008196	7021	TFAP2B	Q92481	X205.ENSG00000008196	0.00345714285714286	0.36961307437049	1
ENSG00000008197	83741	TFAP2D	Q7Z6R9	X206.ENSG00000008197	-0.0119090909090909	0.433184182778611	1
ENSG00000008226	9940	DLEC1	Q9Y238	X207.ENSG00000008226	-0.0293324675324674	0.854699150960583	1
ENSG00000008256	9265	CYTH3	O43739	X208.ENSG00000008256	-0.154735064935066	0.601088978885885	1
ENSG00000008277	53616	ADAM22	Q9P0K1	X209.ENSG00000008277	-0.0733428571428573	0.785422919746274	1
ENSG00000008282	6856	SYPL1	Q16563	X210.ENSG00000008282	0.0818779220779222	0.333138991683601	1
ENSG00000008283	1534	CYB561	P49447	X211.ENSG00000008283	-0.0444259740259745	0.868503872975522	1
ENSG00000008294	9043	SPAG9	O60271	X212.ENSG00000008294	0.123993506493506	0.521644452012743	1
ENSG00000008300	1951	CELSR3	Q9NYQ7	X213.ENSG00000008300	-0.151298701298701	0.464716353349046	1
ENSG00000008311	10157	AASS	Q9UDR5	X214.ENSG00000008311	0.186577922077922	0.48025489967431	1
ENSG00000008323	55200	PLEKHG6	Q3KR16	X215.ENSG00000008323	-0.417941558441559	0.291706411936055	1
ENSG00000008324	51188	SS18L2	Q9UHA2	X216.ENSG00000008324	-0.000775324675325672	0.995780416464018	1
ENSG00000008382	84954	MPND	Q8N594	X217.ENSG00000008382	0.0412454545454547	0.875593424983262	1
ENSG00000008394	4257	MGST1	P10620	X218.ENSG00000008394	-0.464285714285714	0.341762832443996	1
ENSG00000008405	1407	CRY1	Q16526	X219.ENSG00000008405	-0.0388857142857144	0.906729826430075	1
ENSG00000008438	8993	PGLYRP1	O75594	X220.ENSG00000008438	0.0277857142857142	0.884225833090341	1
ENSG00000008441	4784	NFIX	Q14938	X221.ENSG00000008441	-0.3449	0.267257905914734	1
ENSG00000008513	6482	ST3GAL1	Q11201	X222.ENSG00000008513	0.0591493506493505	0.736898870791836	1
ENSG00000008516	64386	MMP25	Q9NPA2	X223.ENSG00000008516	-0.0642649350649355	0.861660884595868	1
ENSG00000008517	9235	IL32	P24001	X224.ENSG00000008517	0.261818181818181	0.652998211057305	1
ENSG00000008710	5310	PKD1	P98161	X225.ENSG00000008710	0.00465844155844054	0.977984889318628	1
ENSG00000008735	23542	MAPK8IP2	Q13387	X226.ENSG00000008735	0.0878168831168831	0.216860299874945	1
ENSG00000008838	9862	MED24	O75448	X227.ENSG00000008838	-0.113293506493506	0.456879633351205	1
ENSG00000008853	23221	RHOBTB2	Q9BYZ6	X228.ENSG00000008853	-0.376763636363637	0.0161237274231292	1
ENSG00000008869	54497	HEATR5B	Q9P2D3	X229.ENSG00000008869	0.00591168831168774	0.983153631404333	1
ENSG00000008952	7095	SEC62	Q99442	X230.ENSG00000008952	-0.0886597402597404	0.422384083168859	1
ENSG00000008988	6224	RPS20	P60866	X231.ENSG00000008988	0.0699038961038955	0.672922517548978	1
ENSG00000009307	7812	CSDE1	O75534	X232.ENSG00000009307	-0.0473181818181815	0.68032890301628	1
ENSG00000009335	9690	UBE3C	Q15386	X233.ENSG00000009335	0.0468064935064934	0.845743579999065	1
ENSG00000009413	5980	REV3L	O60673	X234.ENSG00000009413	-0.0899402597402605	0.715006251586734	1
ENSG00000009694	10178	TENM1	Q9UKZ4	X235.ENSG00000009694	-0.0547844155844155	0.851964645421286	1
ENSG00000009709	5081	PAX7	P23759	X236.ENSG00000009709	0.0049987012987013	0.486350988455296	1
ENSG00000009724	10747	MASP2	O00187	X237.ENSG00000009724	0.0331999999999999	0.843937528562492	1
ENSG00000009765	389434	IYD	Q6PHW0	X238.ENSG00000009765	0.0238909090909091	0.190587780515685	1
ENSG00000009780	199870	FAM76A	Q8TAV0	X239.ENSG00000009780	-0.206785714285714	0.0881716934839776	1
ENSG00000009790	80342	TRAF3IP3	Q9Y228	X240.ENSG00000009790	-0.0194506493506496	0.924948128458597	1
ENSG00000009830	29954	POMT2	Q9UKY4	X241.ENSG00000009830	0.0322701298701301	0.873051349652594	1
ENSG00000009844	51534	VTA1	Q9NP79	X242.ENSG00000009844	0.156832467532467	0.258974022635637	1
ENSG00000009950	51085	MLXIPL	Q9NP71	X243.ENSG00000009950	-0.309383116883117	0.447333061668881	1
ENSG00000009954	9031	BAZ1B	Q9UIG0	X244.ENSG00000009954	-0.0108077922077924	0.924471707626778	1
ENSG00000010017	10048	RANBP9	Q96S59	X245.ENSG00000010017	-0.0138714285714285	0.943444145789672	1
ENSG00000010030	51513	ETV7	Q9Y603	X246.ENSG00000010030	0.191446753246753	0.595315339171664	1
ENSG00000010072	83932	SPRTN	Q9H040	X247.ENSG00000010072	0.0320129870129865	0.83828093143242	1
ENSG00000010165	51603	EEF1AKNMT	Q8N6R0	X248.ENSG00000010165	0.46747012987013	0.203424237240178	1
