Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000185291	3563	IL3RA	P26951	X15333.ENSG00000185291	0.0385480769230767	0.708514842627534	0.941118660214404
ENSG00000185294	162540	SPPL2C	Q8IUH8	X15334.ENSG00000185294	0.027025	0.0899998969437973	0.695259707799364
ENSG00000185298	339230	CCDC137	Q6PK04	X15335.ENSG00000185298	-0.370445192307693	0.152243936976333	0.706794078462631
ENSG00000185303	729238	SFTPA2	Q8IWL1	X15336.ENSG00000185303	0.0671259615384615	0.129945877242381	0.706794078462631
ENSG00000185304	729857	RGPD2	P0DJD1	X15337.ENSG00000185304	0.0997730769230771	0.755637109927036	0.956691575149978
ENSG00000185305	54622	ARL15	Q9NXU5	X15338.ENSG00000185305	0.134111538461539	0.5701608728977	0.889688053806703
ENSG00000185306	115749	C12orf56	Q8IXR9	X15339.ENSG00000185306	0.0307	0.791692101801255	0.966847414097377
ENSG00000185313	6336	SCN10A	Q9Y5Y9	X15340.ENSG00000185313	0.0107403846153846	0.428009548215352	0.835041516969309
ENSG00000185324	8558	CDK10	Q15131	X15341.ENSG00000185324	0.0978673076923081	0.645654653122018	0.919166668009966
ENSG00000185332	284186	TMEM105	Q8N8V8	X15342.ENSG00000185332	-0.283826923076923	0.217936751458791	0.708057984063263
ENSG00000185338	8651	SOCS1	O15524	X15343.ENSG00000185338	-0.182635576923077	0.61583516196549	0.908916989292233
ENSG00000185339	6948	TCN2	P20062	X15344.ENSG00000185339	0.0451980769230773	0.891041901494371	0.996266302566527
ENSG00000185340	10634	GAS2L1	Q99501	X15345.ENSG00000185340	0.0554384615384613	0.845864495846149	0.981616281433015
ENSG00000185344	23545	ATP6V0A2	Q9Y487	X15346.ENSG00000185344	0.223333653846153	0.102146583323904	0.695259707799364
ENSG00000185345	5071	PRKN	O60260	X15347.ENSG00000185345	0.414563461538462	0.316212783000216	0.769684302384815
ENSG00000185347	283643	TEDC1	Q86SX3	X15348.ENSG00000185347	0.0390528846153848	0.874029943669952	0.991332394222345
ENSG00000185352	266722	HS6ST3	Q8IZP7	X15349.ENSG00000185352	0.0550759615384616	0.175735152456571	0.706794078462631
ENSG00000185359	9146	HGS	O14964	X15350.ENSG00000185359	0.0584192307692302	0.75187991223323	0.955047046439723
ENSG00000185361	126282	TNFAIP8L1	Q8WVP5	X15351.ENSG00000185361	0.135490384615384	0.321282769182747	0.774201388667852
ENSG00000185372	26693	OR2V1	Q8NHB1	X15352.ENSG00000185372	0.044775	0.200457797016197	0.706794078462631
ENSG00000185379	5892	RAD51D	O75771	X15353.ENSG00000185379	0.107813461538462	0.668869217534244	0.926239801415492
ENSG00000185385	26333	OR7A17	O14581	X15354.ENSG00000185385	0	1	1
ENSG00000185386	5600	MAPK11	Q15759	X15355.ENSG00000185386	0.240325	0.259344754746295	0.731934364964487
ENSG00000185404	93349	SP140L	Q9H930	X15356.ENSG00000185404	0.105400961538462	0.588025154450126	0.897468553414976
ENSG00000185414	51263	MRPL30	Q8TCC3	X15357.ENSG00000185414	0.0568288461538458	0.683493296021203	0.931954667822758
ENSG00000185418	123283	TARSL2	A2RTX5	X15358.ENSG00000185418	0.429245192307692	0.0385442005199854	0.695259707799364
ENSG00000185420	64754	SMYD3	Q9H7B4	X15359.ENSG00000185420	0.184196153846154	0.41397437961742	0.82810207782012
ENSG00000185432	25840	METTL7A	Q9H8H3	X15360.ENSG00000185432	-0.0357894230769238	0.932479301823489	1
ENSG00000185436	163702	IFNLR1	Q8IU57	X15361.ENSG00000185436	-0.102345192307692	0.691331919769816	0.93481347593447
ENSG00000185437	6450	SH3BGR	P55822	X15362.ENSG00000185437	0.0322	0.902988283722601	0.998357435564571
ENSG00000185442	400451	FAM174B	Q3ZCQ3	X15363.ENSG00000185442	-0.152003846153846	0.693634921387736	0.935883475383404
ENSG00000185448	158724	FAM47A	Q5JRC9	X15364.ENSG00000185448	0.0298625	0.075719587525368	0.695259707799364
ENSG00000185453	374920	ZSWIM9	Q86XI8	X15365.ENSG00000185453	0.355374038461538	0.115311460064414	0.698215424854455
ENSG00000185467	402569	KPNA7	A9QM74	X15366.ENSG00000185467	0.00337115384615384	0.875204970272478	0.99186169037791
ENSG00000185475	374395	TMEM179B	Q7Z7N9	X15367.ENSG00000185475	0.235760576923077	0.132190553907488	0.706794078462631
ENSG00000185477	285513	GPRIN3	Q6ZVF9	X15368.ENSG00000185477	0.0874038461538458	0.727438501037448	0.947189972517731
ENSG00000185479	3854	KRT6B	P04259	X15369.ENSG00000185479	0.00999903846153847	0.612201324966475	0.907663763300683
ENSG00000185480	55010	PARPBP	Q9NWS1	X15370.ENSG00000185480	0.456643269230769	0.00751269171466426	0.695259707799364
ENSG00000185482	246329	STAC3	Q96MF2	X15371.ENSG00000185482	0.101223076923077	0.71398190825255	0.943378437070225
ENSG00000185483	4919	ROR1	Q01973	X15372.ENSG00000185483	0.0262221153846154	0.689514552122815	0.934138440204477
ENSG00000185499	4582	MUC1	P15941	X15373.ENSG00000185499	0.575040384615385	0.0354639720305212	0.695259707799364
ENSG00000185504	80233	FAAP100	Q0VG06	X15374.ENSG00000185504	0.181232692307692	0.417476674227811	0.829638694796545
ENSG00000185507	3665	IRF7	Q92985	X15375.ENSG00000185507	0.0792230769230762	0.636941151657605	0.916064329112384
ENSG00000185513	26013	L3MBTL1	Q9Y468	X15376.ENSG00000185513	0.149999038461538	0.406707536828088	0.824185706317009
ENSG00000185515	79184	BRCC3	P46736	X15377.ENSG00000185515	0.194724038461539	0.256545656152776	0.72927121499855
